"doc_id","date","quarter","phase","statement_type","text"
"ECB_20221206_acc",2022-12-06,"2022 Q4","inflation_surge","account","the economy continues to expand despite supply chain disruptions. economic activity has recovered strongly from the pandemic trough. wage growth has accelerated reflecting tight labour markets. asset purchase reinvestments will be reduced beginning next quarter. upside risks to inflation remain dominant. energy supply disruptions pose risks to the outlook"
"ECB_20230328_pre",2023-03-28,"2023 Q1","inflation_surge","press_conf","the economy continues to expand despite supply chain disruptions. economic activity has recovered strongly from the pandemic trough. underlying price pressures have broadened and intensified. wage growth has accelerated reflecting tight labour markets. we will continue to raise rates significantly at a steady pace. upside risks to inflation remain dominant"
"ECB_20230308_pol",2023-03-08,"2023 Q1","inflation_surge","policy_statement","labour markets have tightened considerably. inflation has risen sharply to levels well above our target. the normalisation of monetary policy is proceeding as planned. the transmission of our tightening is being monitored closely. upside risks to inflation remain dominant"
"ECB_20230325_acc",2023-03-25,"2023 Q1","inflation_surge","account","labour markets have tightened considerably. underlying price pressures have broadened and intensified. wage growth has accelerated reflecting tight labour markets. asset purchase reinvestments will be reduced beginning next quarter. the normalisation of monetary policy is proceeding as planned. the war in Ukraine continues to create significant uncertainty. second round effects through wages are a key concern"
"ECB_20230610_pre",2023-06-10,"2023 Q2","inflation_surge","press_conf","the economy continues to expand despite supply chain disruptions. headline inflation reached the highest level in decades driven by energy prices. we will continue to raise rates significantly at a steady pace. the war in Ukraine continues to create significant uncertainty"
"ECB_20230614_pol",2023-06-14,"2023 Q2","inflation_surge","policy_statement","economic activity has recovered strongly from the pandemic trough. underlying price pressures have broadened and intensified. food and energy prices continue to drive headline inflation upward. asset purchase reinvestments will be reduced beginning next quarter. the war in Ukraine continues to create significant uncertainty"
"ECB_20230531_acc",2023-05-31,"2023 Q2","inflation_surge","account","growth is expected to moderate as the reopening boost fades. economic activity has recovered strongly from the pandemic trough. underlying price pressures have broadened and intensified. food and energy prices continue to drive headline inflation upward. we will continue to raise rates significantly at a steady pace. the transmission of our tightening is being monitored closely. energy supply disruptions pose risks to the outlook"
"ECB_20230928_pre",2023-09-28,"2023 Q3","normalisation","press_conf","the manufacturing sector remains weak while services show resilience. inflation has declined substantially from its peak. the governing council decided to keep interest rates at their current level. geopolitical tensions remain a source of uncertainty. risks to growth are tilted to the downside"
"ECB_20230904_pol",2023-09-04,"2023 Q3","normalisation","policy_statement","economic growth has weakened reflecting the lagged effects of tightening. core inflation continues to moderate gradually. the governing council decided to lower interest rates by twenty five basis points. future decisions will continue to be data dependent meeting by meeting. risks to growth are tilted to the downside. fiscal policy normalisation will support disinflation"
"ECB_20230930_acc",2023-09-30,"2023 Q3","normalisation","account","activity is expected to recover gradually as real incomes improve. core inflation continues to moderate gradually. the disinflation process is progressing as expected. we are not pre-committing to a particular rate path. fiscal policy normalisation will support disinflation. geopolitical tensions remain a source of uncertainty"
"ECB_20231213_pre",2023-12-13,"2023 Q4","normalisation","press_conf","economic growth has weakened reflecting the lagged effects of tightening. core inflation continues to moderate gradually. domestic price pressures remain elevated particularly in services. the governing council decided to lower interest rates by twenty five basis points. geopolitical tensions remain a source of uncertainty"
"ECB_20231219_pol",2023-12-19,"2023 Q4","normalisation","policy_statement","activity is expected to recover gradually as real incomes improve. inflation has declined substantially from its peak. the disinflation process is progressing as expected. we are not pre-committing to a particular rate path. the governing council decided to keep interest rates at their current level. geopolitical tensions remain a source of uncertainty"
"ECB_20231230_acc",2023-12-30,"2023 Q4","normalisation","account","economic growth has weakened reflecting the lagged effects of tightening. the disinflation process is progressing as expected. future decisions will continue to be data dependent meeting by meeting. the governing council decided to keep interest rates at their current level. risks to growth are tilted to the downside"
"ECB_20240318_pre",2024-03-18,"2024 Q1","normalisation","press_conf","the manufacturing sector remains weak while services show resilience. economic growth has weakened reflecting the lagged effects of tightening. inflation has declined substantially from its peak. we are not pre-committing to a particular rate path. risks to growth are tilted to the downside. geopolitical tensions remain a source of uncertainty"
"ECB_20240308_pol",2024-03-08,"2024 Q1","normalisation","policy_statement","the manufacturing sector remains weak while services show resilience. growth prospects are subdued in the near term. the disinflation process is progressing as expected. inflation has declined substantially from its peak. future decisions will continue to be data dependent meeting by meeting. fiscal policy normalisation will support disinflation"
"ECB_20240319_acc",2024-03-19,"2024 Q1","normalisation","account","economic growth has weakened reflecting the lagged effects of tightening. activity is expected to recover gradually as real incomes improve. the disinflation process is progressing as expected. the governing council decided to keep interest rates at their current level. fiscal policy normalisation will support disinflation"
"ECB_20240614_pre",2024-06-14,"2024 Q2","normalisation","press_conf","the manufacturing sector remains weak while services show resilience. inflation has declined substantially from its peak. the governing council decided to keep interest rates at their current level. the governing council decided to lower interest rates by twenty five basis points. geopolitical tensions remain a source of uncertainty"
"ECB_20240625_pol",2024-06-25,"2024 Q2","normalisation","policy_statement","economic growth has weakened reflecting the lagged effects of tightening. activity is expected to recover gradually as real incomes improve. domestic price pressures remain elevated particularly in services. the disinflation process is progressing as expected. the governing council decided to keep interest rates at their current level. future decisions will continue to be data dependent meeting by meeting. risks to growth are tilted to the downside. geopolitical tensions remain a source of uncertainty"
"ECB_20240630_acc",2024-06-30,"2024 Q2","normalisation","account","activity is expected to recover gradually as real incomes improve. the disinflation process is progressing as expected. the governing council decided to keep interest rates at their current level. the governing council decided to lower interest rates by twenty five basis points. risks to growth are tilted to the downside"
"ECB_20240903_pre",2024-09-03,"2024 Q3","normalisation","press_conf","economic growth has weakened reflecting the lagged effects of tightening. growth prospects are subdued in the near term. domestic price pressures remain elevated particularly in services. the restrictive stance is contributing to the decline in inflation. we are not pre-committing to a particular rate path. risks to growth are tilted to the downside. the transmission lag of monetary policy creates uncertainty"
"ECB_20240925_pol",2024-09-25,"2024 Q3","normalisation","policy_statement","growth prospects are subdued in the near term. activity is expected to recover gradually as real incomes improve. core inflation continues to moderate gradually. domestic price pressures remain elevated particularly in services. we are not pre-committing to a particular rate path. risks to growth are tilted to the downside. fiscal policy normalisation will support disinflation"
"ECB_20240925_acc",2024-09-25,"2024 Q3","normalisation","account","growth prospects are subdued in the near term. core inflation continues to moderate gradually. inflation has declined substantially from its peak. future decisions will continue to be data dependent meeting by meeting. the governing council decided to lower interest rates by twenty five basis points. geopolitical tensions remain a source of uncertainty. the transmission lag of monetary policy creates uncertainty"
"ECB_20241205_pre",2024-12-05,"2024 Q4","normalisation","press_conf","activity is expected to recover gradually as real incomes improve. growth prospects are subdued in the near term. the disinflation process is progressing as expected. we are not pre-committing to a particular rate path. the governing council decided to keep interest rates at their current level. the transmission lag of monetary policy creates uncertainty"
"ECB_20241225_pol",2024-12-25,"2024 Q4","normalisation","policy_statement","activity is expected to recover gradually as real incomes improve. the disinflation process is progressing as expected. the restrictive stance is contributing to the decline in inflation. future decisions will continue to be data dependent meeting by meeting. risks to growth are tilted to the downside"
"ECB_20241205_acc",2024-12-05,"2024 Q4","normalisation","account","the manufacturing sector remains weak while services show resilience. core inflation continues to moderate gradually. the disinflation process is progressing as expected. future decisions will continue to be data dependent meeting by meeting. the transmission lag of monetary policy creates uncertainty"
