"doc_id","date","quarter","phase","statement_type","text","llm_score","llm_justification","llm_status"
"ECB_20200723_pre",2020-07-23,"2020 Q3","covid","press_conf","the recovery remains incomplete and subject to high uncertainty. disinflationary pressures reflect the severity of the downturn. the governing council decided to launch the pandemic emergency purchase programme. downside risks related to the pandemic remain elevated. the outlook is subject to exceptionally high uncertainty",-0.8,"The statement uses highly cautious and pessimistic language, emphasizing severe economic downturn, elevated downside risks, and exceptional uncertainty to justify aggressive monetary intervention.","success"
"ECB_20200712_pol",2020-07-12,"2020 Q3","covid","policy_statement","the recovery remains incomplete and subject to high uncertainty. price developments remain very weak amid depressed demand. inflation has fallen significantly due to the sharp decline in energy prices. we will ensure favourable financing conditions throughout the pandemic. targeted longer term refinancing operations provide critical liquidity. the outlook is subject to exceptionally high uncertainty",-0.6,"The statement emphasizes persistent economic weakness, high uncertainty, and depressed demand, signaling a cautious and accommodative stance necessitated by significant downside risks.","success"
"ECB_20200713_acc",2020-07-13,"2020 Q3","covid","account","output declined sharply as lockdown measures took effect. disinflationary pressures reflect the severity of the downturn. price developments remain very weak amid depressed demand. targeted longer term refinancing operations provide critical liquidity. we will ensure favourable financing conditions throughout the pandemic. downside risks related to the pandemic remain elevated",-0.7,"The statement uses somber, crisis-oriented language highlighting sharp economic decline, disinflationary pressures, and elevated downside risks, necessitating emergency liquidity measures.","success"
"ECB_20201014_pre",2020-10-14,"2020 Q4","covid","press_conf","output declined sharply as lockdown measures took effect. the recovery remains incomplete and subject to high uncertainty. inflation has fallen significantly due to the sharp decline in energy prices. price developments remain very weak amid depressed demand. all policy instruments are being used to support the economy. the governing council decided to launch the pandemic emergency purchase programme. the severity and duration of the health crisis are highly uncertain. the outlook is subject to exceptionally high uncertainty",-0.8,"The statement is heavily dominated by crisis-oriented language, emphasizing sharp economic decline, incomplete recovery, and exceptionally high uncertainty, which necessitates aggressive emergency policy intervention.","success"
"ECB_20201017_pol",2020-10-17,"2020 Q4","covid","policy_statement","the economy faces severe disruption from containment measures. disinflationary pressures reflect the severity of the downturn. price developments remain very weak amid depressed demand. targeted longer term refinancing operations provide critical liquidity. all policy instruments are being used to support the economy. the outlook is subject to exceptionally high uncertainty. downside risks related to the pandemic remain elevated",-0.8,"The statement uses highly cautious and alarmist language, emphasizing severe economic disruption, weak price dynamics, and exceptionally high uncertainty, which signals a strongly dovish and defensive policy stance.","success"
"ECB_20201012_acc",2020-10-12,"2020 Q4","covid","account","the recovery remains incomplete and subject to high uncertainty. disinflationary pressures reflect the severity of the downturn. targeted longer term refinancing operations provide critical liquidity. the governing council decided to launch the pandemic emergency purchase programme. downside risks related to the pandemic remain elevated. the severity and duration of the health crisis are highly uncertain",-0.8,"The statement is heavily weighted toward crisis-management language, emphasizing high uncertainty, severe economic downturn, and the necessity of emergency liquidity measures.","success"
"ECB_20210104_pre",2021-01-04,"2021 Q1","covid","press_conf","the pandemic has caused an unprecedented contraction in economic activity. output declined sharply as lockdown measures took effect. disinflationary pressures reflect the severity of the downturn. price developments remain very weak amid depressed demand. the PEPP envelope has been increased substantially. we will ensure favourable financing conditions throughout the pandemic. downside risks related to the pandemic remain elevated. the severity and duration of the health crisis are highly uncertain",-0.8,"The statement uses highly pessimistic language regarding economic contraction and disinflationary pressures, signaling a crisis-driven, accommodative stance necessitated by severe downside risks.","success"
"ECB_20210104_pol",2021-01-04,"2021 Q1","covid","policy_statement","output declined sharply as lockdown measures took effect. the economy faces severe disruption from containment measures. disinflationary pressures reflect the severity of the downturn. price developments remain very weak amid depressed demand. the governing council decided to launch the pandemic emergency purchase programme. all policy instruments are being used to support the economy. financial vulnerabilities have increased significantly. the outlook is subject to exceptionally high uncertainty",-0.8,"The statement uses alarmist language regarding economic disruption and disinflationary risks, signaling a crisis-driven, highly accommodative policy response to severe financial instability.","success"
"ECB_20210107_acc",2021-01-07,"2021 Q1","covid","account","output declined sharply as lockdown measures took effect. the recovery remains incomplete and subject to high uncertainty. disinflationary pressures reflect the severity of the downturn. inflation has fallen significantly due to the sharp decline in energy prices. all policy instruments are being used to support the economy. the governing council decided to launch the pandemic emergency purchase programme. financial vulnerabilities have increased significantly",-0.8,"The statement uses highly pessimistic language regarding economic contraction, incomplete recovery, and significant financial vulnerabilities, necessitating emergency intervention.","success"
"ECB_20210609_pre",2021-06-09,"2021 Q2","inflation_surge","press_conf","growth is expected to moderate as the reopening boost fades. inflation has risen sharply to levels well above our target. underlying price pressures have broadened and intensified. we will continue to raise rates significantly at a steady pace. the transmission of our tightening is being monitored closely. energy supply disruptions pose risks to the outlook. the war in Ukraine continues to create significant uncertainty",-0.6,"The statement reflects a hawkish, restrictive stance driven by persistent inflation concerns and significant geopolitical uncertainty, which outweighs the acknowledgment of moderating growth.","success"
"ECB_20210626_pol",2021-06-26,"2021 Q2","inflation_surge","policy_statement","labour markets have tightened considerably. inflation has risen sharply to levels well above our target. inflation expectations must remain firmly anchored at two percent. the transmission of our tightening is being monitored closely. asset purchase reinvestments will be reduced beginning next quarter. upside risks to inflation remain dominant",-0.7,"The statement adopts a hawkish and restrictive tone, emphasizing sharp inflation, the need for anchored expectations, and the active reduction of asset purchase reinvestments.","success"
"ECB_20210619_acc",2021-06-19,"2021 Q2","inflation_surge","account","the economy continues to expand despite supply chain disruptions. food and energy prices continue to drive headline inflation upward. the transmission of our tightening is being monitored closely. we will continue to raise rates significantly at a steady pace. second round effects through wages are a key concern. the war in Ukraine continues to create significant uncertainty",-0.6,"The statement adopts a hawkish and cautious tone, emphasizing persistent inflationary pressures, the necessity of significant rate hikes, and heightened uncertainty due to geopolitical risks.","success"
"ECB_20210914_pre",2021-09-14,"2021 Q3","inflation_surge","press_conf","growth is expected to moderate as the reopening boost fades. underlying price pressures have broadened and intensified. headline inflation reached the highest level in decades driven by energy prices. we will continue to raise rates significantly at a steady pace. asset purchase reinvestments will be reduced beginning next quarter. the war in Ukraine continues to create significant uncertainty. upside risks to inflation remain dominant",-0.6,"The statement reflects a hawkish and cautious stance, prioritising aggressive inflation control through rate hikes and balance sheet reduction amidst significant geopolitical uncertainty and persistent price pressures.","success"
"ECB_20210912_pol",2021-09-12,"2021 Q3","inflation_surge","policy_statement","labour markets have tightened considerably. headline inflation reached the highest level in decades driven by energy prices. the governing council decided to raise interest rates by seventy five basis points. we will continue to raise rates significantly at a steady pace. upside risks to inflation remain dominant",-0.6,"The statement reflects a hawkish and restrictive stance, prioritising aggressive inflation control through significant rate hikes while acknowledging dominant upside risks to price stability.","success"
"ECB_20210906_acc",2021-09-06,"2021 Q3","inflation_surge","account","growth is expected to moderate as the reopening boost fades. wage growth has accelerated reflecting tight labour markets. we will continue to raise rates significantly at a steady pace. the governing council decided to raise interest rates by seventy five basis points. energy supply disruptions pose risks to the outlook",-0.4,"The statement combines aggressive hawkish tightening with a cautious outlook regarding growth moderation and energy-related risks, reflecting a restrictive policy stance.","success"
"ECB_20211228_pre",2021-12-28,"2021 Q4","inflation_surge","press_conf","the economy continues to expand despite supply chain disruptions. economic activity has recovered strongly from the pandemic trough. headline inflation reached the highest level in decades driven by energy prices. the normalisation of monetary policy is proceeding as planned. the transmission of our tightening is being monitored closely. second round effects through wages are a key concern",-0.3,"The statement balances economic recovery with significant concerns regarding high inflation, energy-driven price pressures, and the potential for wage-price spirals, reflecting a cautious and tightening-oriented stance.","success"
"ECB_20211130_pol",2021-11-30,"2021 Q4","inflation_surge","policy_statement","economic activity has recovered strongly from the pandemic trough. food and energy prices continue to drive headline inflation upward. asset purchase reinvestments will be reduced beginning next quarter. second round effects through wages are a key concern. the war in Ukraine continues to create significant uncertainty",-0.4,"The statement balances a strong economic recovery with significant concerns regarding persistent inflation, wage-price spirals, and geopolitical uncertainty, leading to a hawkish shift in policy through the reduction of asset purchases.","success"
"ECB_20211225_acc",2021-12-25,"2021 Q4","inflation_surge","account","labour markets have tightened considerably. inflation has risen sharply to levels well above our target. food and energy prices continue to drive headline inflation upward. the transmission of our tightening is being monitored closely. the normalisation of monetary policy is proceeding as planned. energy supply disruptions pose risks to the outlook",-0.6,"The statement reflects a hawkish and cautious stance, emphasizing inflationary pressures and supply-side risks while confirming a commitment to monetary policy tightening.","success"
"ECB_20220330_pre",2022-03-30,"2022 Q1","inflation_surge","press_conf","economic activity has recovered strongly from the pandemic trough. food and energy prices continue to drive headline inflation upward. the transmission of our tightening is being monitored closely. we will continue to raise rates significantly at a steady pace. energy supply disruptions pose risks to the outlook",-0.4,"The statement reflects a hawkish, restrictive stance focused on combating inflation through continued rate hikes while acknowledging significant downside risks from energy supply disruptions.","success"
"ECB_20220330_pol",2022-03-30,"2022 Q1","inflation_surge","policy_statement","the economy continues to expand despite supply chain disruptions. economic activity has recovered strongly from the pandemic trough. inflation expectations must remain firmly anchored at two percent. headline inflation reached the highest level in decades driven by energy prices. the transmission of our tightening is being monitored closely. the war in Ukraine continues to create significant uncertainty. upside risks to inflation remain dominant",-0.4,"The statement balances a recovery narrative with significant concerns regarding persistent inflation, geopolitical uncertainty, and the restrictive impact of ongoing policy tightening.","success"
"ECB_20220306_acc",2022-03-06,"2022 Q1","inflation_surge","account","labour markets have tightened considerably. growth is expected to moderate as the reopening boost fades. food and energy prices continue to drive headline inflation upward. the governing council decided to raise interest rates by seventy five basis points. energy supply disruptions pose risks to the outlook",-0.4,"The statement reflects a hawkish, contractionary stance driven by persistent inflationary pressures and supply-side risks, tempered only by a cautious outlook on moderating growth.","success"
"ECB_20220603_pre",2022-06-03,"2022 Q2","inflation_surge","press_conf","the economy continues to expand despite supply chain disruptions. economic activity has recovered strongly from the pandemic trough. underlying price pressures have broadened and intensified. headline inflation reached the highest level in decades driven by energy prices. we will continue to raise rates significantly at a steady pace. the normalisation of monetary policy is proceeding as planned. second round effects through wages are a key concern",-0.4,"The statement reflects a hawkish and cautious stance, prioritising inflation containment through aggressive rate hikes while expressing significant concern over broadening price pressures and wage-related second-round effects.","success"
"ECB_20220601_pol",2022-06-01,"2022 Q2","inflation_surge","policy_statement","labour markets have tightened considerably. growth is expected to moderate as the reopening boost fades. inflation has risen sharply to levels well above our target. headline inflation reached the highest level in decades driven by energy prices. the normalisation of monetary policy is proceeding as planned. the war in Ukraine continues to create significant uncertainty",NA,NA,"error: HTTP 429 Too Many Requests."
"ECB_20220608_acc",2022-06-08,"2022 Q2","inflation_surge","account","growth is expected to moderate as the reopening boost fades. the economy continues to expand despite supply chain disruptions. headline inflation reached the highest level in decades driven by energy prices. wage growth has accelerated reflecting tight labour markets. the transmission of our tightening is being monitored closely. the war in Ukraine continues to create significant uncertainty. energy supply disruptions pose risks to the outlook",-0.4,"The statement balances moderate growth with significant downside risks from inflation, energy supply disruptions, and geopolitical uncertainty, reflecting a cautious and tightening-oriented stance.","success"
"ECB_20220906_pre",2022-09-06,"2022 Q3","inflation_surge","press_conf","labour markets have tightened considerably. inflation expectations must remain firmly anchored at two percent. the normalisation of monetary policy is proceeding as planned. second round effects through wages are a key concern",-0.4,"The statement adopts a hawkish and cautious tone, emphasizing inflation risks, wage-price spirals, and the necessity of policy normalization to anchor expectations.","success"
"ECB_20220904_pol",2022-09-04,"2022 Q3","inflation_surge","policy_statement","economic activity has recovered strongly from the pandemic trough. labour markets have tightened considerably. inflation has risen sharply to levels well above our target. the normalisation of monetary policy is proceeding as planned. the governing council decided to raise interest rates by seventy five basis points. upside risks to inflation remain dominant. second round effects through wages are a key concern",-0.6,"The statement adopts a hawkish and cautious tone, prioritising aggressive inflation containment through significant rate hikes and expressing concern over persistent upside risks and wage-price spirals.","success"
"ECB_20220904_acc",2022-09-04,"2022 Q3","inflation_surge","account","labour markets have tightened considerably. food and energy prices continue to drive headline inflation upward. we will continue to raise rates significantly at a steady pace. the governing council decided to raise interest rates by seventy five basis points. second round effects through wages are a key concern. upside risks to inflation remain dominant",-0.7,"The statement reflects a hawkish and cautious stance, prioritising aggressive inflation containment through significant rate hikes while highlighting persistent upside risks and wage-price spiral concerns.","success"
"ECB_20221130_pre",2022-11-30,"2022 Q4","inflation_surge","press_conf","the economy continues to expand despite supply chain disruptions. labour markets have tightened considerably. wage growth has accelerated reflecting tight labour markets. headline inflation reached the highest level in decades driven by energy prices. asset purchase reinvestments will be reduced beginning next quarter. we will continue to raise rates significantly at a steady pace. second round effects through wages are a key concern. upside risks to inflation remain dominant",-0.6,"The statement adopts a hawkish and cautious tone, emphasizing persistent inflationary pressures, the necessity of aggressive rate hikes, and the reduction of asset purchases to combat upside risks.","success"
"ECB_20221203_pol",2022-12-03,"2022 Q4","inflation_surge","policy_statement","labour markets have tightened considerably. growth is expected to moderate as the reopening boost fades. headline inflation reached the highest level in decades driven by energy prices. food and energy prices continue to drive headline inflation upward. we will continue to raise rates significantly at a steady pace. the normalisation of monetary policy is proceeding as planned. the war in Ukraine continues to create significant uncertainty. energy supply disruptions pose risks to the outlook",-0.4,"The statement reflects a hawkish, restrictive policy stance driven by persistent inflationary pressures and significant geopolitical risks, which outweighs the acknowledgment of economic moderation.","success"
"ECB_20221206_acc",2022-12-06,"2022 Q4","inflation_surge","account","the economy continues to expand despite supply chain disruptions. economic activity has recovered strongly from the pandemic trough. wage growth has accelerated reflecting tight labour markets. asset purchase reinvestments will be reduced beginning next quarter. upside risks to inflation remain dominant. energy supply disruptions pose risks to the outlook",-0.3,"The statement balances a recovery narrative with hawkish signals regarding the reduction of asset purchases and concerns over persistent inflation and energy supply risks.","success"
"ECB_20230328_pre",2023-03-28,"2023 Q1","inflation_surge","press_conf","the economy continues to expand despite supply chain disruptions. economic activity has recovered strongly from the pandemic trough. underlying price pressures have broadened and intensified. wage growth has accelerated reflecting tight labour markets. we will continue to raise rates significantly at a steady pace. upside risks to inflation remain dominant",-0.6,"The statement adopts a hawkish, restrictive tone by emphasizing intensified inflation pressures and committing to significant, steady interest rate hikes to combat dominant upside risks.","success"
"ECB_20230308_pol",2023-03-08,"2023 Q1","inflation_surge","policy_statement","labour markets have tightened considerably. inflation has risen sharply to levels well above our target. the normalisation of monetary policy is proceeding as planned. the transmission of our tightening is being monitored closely. upside risks to inflation remain dominant",-0.6,"The statement reflects a hawkish, restrictive stance driven by concerns over persistent inflation and the necessity of ongoing policy tightening.","success"
"ECB_20230325_acc",2023-03-25,"2023 Q1","inflation_surge","account","labour markets have tightened considerably. underlying price pressures have broadened and intensified. wage growth has accelerated reflecting tight labour markets. asset purchase reinvestments will be reduced beginning next quarter. the normalisation of monetary policy is proceeding as planned. the war in Ukraine continues to create significant uncertainty. second round effects through wages are a key concern",-0.6,"The statement reflects a hawkish and cautious stance, emphasizing inflationary risks from wage growth and tight labor markets alongside a commitment to policy normalization and concerns over geopolitical uncertainty.","success"
"ECB_20230610_pre",2023-06-10,"2023 Q2","inflation_surge","press_conf","the economy continues to expand despite supply chain disruptions. headline inflation reached the highest level in decades driven by energy prices. we will continue to raise rates significantly at a steady pace. the war in Ukraine continues to create significant uncertainty",-0.4,"The statement balances economic expansion with hawkish, aggressive rate-hike guidance and significant concern regarding inflation and geopolitical instability.","success"
"ECB_20230614_pol",2023-06-14,"2023 Q2","inflation_surge","policy_statement","economic activity has recovered strongly from the pandemic trough. underlying price pressures have broadened and intensified. food and energy prices continue to drive headline inflation upward. asset purchase reinvestments will be reduced beginning next quarter. the war in Ukraine continues to create significant uncertainty",-0.3,"The statement balances a strong economic recovery with significant concerns regarding inflationary pressures and geopolitical uncertainty, leading to a hawkish shift in policy through the reduction of asset purchases.","success"
"ECB_20230531_acc",2023-05-31,"2023 Q2","inflation_surge","account","growth is expected to moderate as the reopening boost fades. economic activity has recovered strongly from the pandemic trough. underlying price pressures have broadened and intensified. food and energy prices continue to drive headline inflation upward. we will continue to raise rates significantly at a steady pace. the transmission of our tightening is being monitored closely. energy supply disruptions pose risks to the outlook",-0.4,"The statement reflects a hawkish, restrictive stance driven by persistent inflationary pressures and significant downside risks to growth, outweighing the acknowledgment of the post-pandemic recovery.","success"
"ECB_20230928_pre",2023-09-28,"2023 Q3","normalisation","press_conf","the manufacturing sector remains weak while services show resilience. inflation has declined substantially from its peak. the governing council decided to keep interest rates at their current level. geopolitical tensions remain a source of uncertainty. risks to growth are tilted to the downside",-0.3,"The statement maintains a cautious tone by highlighting persistent weakness in manufacturing, geopolitical uncertainty, and downside risks to growth, despite acknowledging progress on inflation.","success"
"ECB_20230904_pol",2023-09-04,"2023 Q3","normalisation","policy_statement","economic growth has weakened reflecting the lagged effects of tightening. core inflation continues to moderate gradually. the governing council decided to lower interest rates by twenty five basis points. future decisions will continue to be data dependent meeting by meeting. risks to growth are tilted to the downside. fiscal policy normalisation will support disinflation",-0.4,"The statement reflects a dovish shift driven by weakening growth and downside risks, balanced only by the cautious, data-dependent approach to future policy.","success"
"ECB_20230930_acc",2023-09-30,"2023 Q3","normalisation","account","activity is expected to recover gradually as real incomes improve. core inflation continues to moderate gradually. the disinflation process is progressing as expected. we are not pre-committing to a particular rate path. fiscal policy normalisation will support disinflation. geopolitical tensions remain a source of uncertainty",0.2,"The statement reflects a balanced, data-dependent outlook that acknowledges progress on disinflation and economic recovery while maintaining caution through non-committal forward guidance and recognition of geopolitical risks.","success"
"ECB_20231213_pre",2023-12-13,"2023 Q4","normalisation","press_conf","economic growth has weakened reflecting the lagged effects of tightening. core inflation continues to moderate gradually. domestic price pressures remain elevated particularly in services. the governing council decided to lower interest rates by twenty five basis points. geopolitical tensions remain a source of uncertainty",-0.2,"The statement acknowledges economic weakness and persistent service inflation while balancing the rate cut with cautious language regarding geopolitical uncertainty and domestic price pressures.","success"
"ECB_20231219_pol",2023-12-19,"2023 Q4","normalisation","policy_statement","activity is expected to recover gradually as real incomes improve. inflation has declined substantially from its peak. the disinflation process is progressing as expected. we are not pre-committing to a particular rate path. the governing council decided to keep interest rates at their current level. geopolitical tensions remain a source of uncertainty",0.1,"The statement maintains a balanced, data-dependent stance by acknowledging progress on disinflation and economic recovery while tempering optimism with cautious forward guidance and references to geopolitical risks.","success"
"ECB_20231230_acc",2023-12-30,"2023 Q4","normalisation","account","economic growth has weakened reflecting the lagged effects of tightening. the disinflation process is progressing as expected. future decisions will continue to be data dependent meeting by meeting. the governing council decided to keep interest rates at their current level. risks to growth are tilted to the downside",-0.4,"The statement adopts a cautious tone by highlighting weakened economic growth, downside risks, and the lagged impact of restrictive policy, while maintaining a neutral, data-dependent stance on future rate decisions.","success"
"ECB_20240318_pre",2024-03-18,"2024 Q1","normalisation","press_conf","the manufacturing sector remains weak while services show resilience. economic growth has weakened reflecting the lagged effects of tightening. inflation has declined substantially from its peak. we are not pre-committing to a particular rate path. risks to growth are tilted to the downside. geopolitical tensions remain a source of uncertainty",-0.4,"The statement emphasizes economic weakness, downside growth risks, and geopolitical uncertainty, while maintaining a cautious, data-dependent stance that avoids any signal of imminent easing.","success"
"ECB_20240308_pol",2024-03-08,"2024 Q1","normalisation","policy_statement","the manufacturing sector remains weak while services show resilience. growth prospects are subdued in the near term. the disinflation process is progressing as expected. inflation has declined substantially from its peak. future decisions will continue to be data dependent meeting by meeting. fiscal policy normalisation will support disinflation",-0.2,"The statement reflects a cautious outlook characterized by weak manufacturing and subdued growth, balanced only by the progress in disinflation and a data-dependent, neutral policy stance.","success"
"ECB_20240319_acc",2024-03-19,"2024 Q1","normalisation","account","economic growth has weakened reflecting the lagged effects of tightening. activity is expected to recover gradually as real incomes improve. the disinflation process is progressing as expected. the governing council decided to keep interest rates at their current level. fiscal policy normalisation will support disinflation",-0.2,"The statement acknowledges economic weakness and the impact of past tightening, maintaining a cautious, data-dependent hold while balancing disinflationary progress against growth headwinds.","success"
"ECB_20240614_pre",2024-06-14,"2024 Q2","normalisation","press_conf","the manufacturing sector remains weak while services show resilience. inflation has declined substantially from its peak. the governing council decided to keep interest rates at their current level. the governing council decided to lower interest rates by twenty five basis points. geopolitical tensions remain a source of uncertainty",0.3,"The decision to lower interest rates signals a shift toward a more accommodative stance, though this is tempered by cautious language regarding persistent geopolitical uncertainty and sectoral divergence.","success"
"ECB_20240625_pol",2024-06-25,"2024 Q2","normalisation","policy_statement","economic growth has weakened reflecting the lagged effects of tightening. activity is expected to recover gradually as real incomes improve. domestic price pressures remain elevated particularly in services. the disinflation process is progressing as expected. the governing council decided to keep interest rates at their current level. future decisions will continue to be data dependent meeting by meeting. risks to growth are tilted to the downside. geopolitical tensions remain a source of uncertainty",-0.2,"The statement reflects a cautious, data-dependent stance that balances ongoing disinflation progress against concerns regarding weakened growth and persistent geopolitical uncertainty.","success"
"ECB_20240630_acc",2024-06-30,"2024 Q2","normalisation","account","activity is expected to recover gradually as real incomes improve. the disinflation process is progressing as expected. the governing council decided to keep interest rates at their current level. the governing council decided to lower interest rates by twenty five basis points. risks to growth are tilted to the downside",0.2,"The statement balances a dovish rate cut and positive disinflation progress with a cautious outlook on growth risks, resulting in a slightly accommodative but measured stance.","success"
"ECB_20240903_pre",2024-09-03,"2024 Q3","normalisation","press_conf","economic growth has weakened reflecting the lagged effects of tightening. growth prospects are subdued in the near term. domestic price pressures remain elevated particularly in services. the restrictive stance is contributing to the decline in inflation. we are not pre-committing to a particular rate path. risks to growth are tilted to the downside. the transmission lag of monetary policy creates uncertainty",-0.4,"The statement emphasizes subdued growth, downside risks, and persistent service inflation, reflecting a cautious and data-dependent stance that prioritizes restrictive policy over immediate easing.","success"
"ECB_20240925_pol",2024-09-25,"2024 Q3","normalisation","policy_statement","growth prospects are subdued in the near term. activity is expected to recover gradually as real incomes improve. core inflation continues to moderate gradually. domestic price pressures remain elevated particularly in services. we are not pre-committing to a particular rate path. risks to growth are tilted to the downside. fiscal policy normalisation will support disinflation",-0.3,"The statement reflects a cautious outlook characterized by subdued growth, downside risks, and persistent service-sector inflation, balanced only slightly by the expectation of a gradual recovery and disinflationary support from fiscal policy.","success"
"ECB_20240925_acc",2024-09-25,"2024 Q3","normalisation","account","growth prospects are subdued in the near term. core inflation continues to moderate gradually. inflation has declined substantially from its peak. future decisions will continue to be data dependent meeting by meeting. the governing council decided to lower interest rates by twenty five basis points. geopolitical tensions remain a source of uncertainty. the transmission lag of monetary policy creates uncertainty",-0.4,"The statement reflects a cautious, dovish stance driven by concerns over subdued growth and persistent geopolitical uncertainty, despite the acknowledgment of moderating inflation and the decision to cut rates.","success"
"ECB_20241205_pre",2024-12-05,"2024 Q4","normalisation","press_conf","activity is expected to recover gradually as real incomes improve. growth prospects are subdued in the near term. the disinflation process is progressing as expected. we are not pre-committing to a particular rate path. the governing council decided to keep interest rates at their current level. the transmission lag of monetary policy creates uncertainty",-0.2,"The statement maintains a cautious, data-dependent stance by highlighting subdued growth and uncertainty regarding transmission lags, balanced only by the acknowledgment of progress in disinflation.","success"
"ECB_20241225_pol",2024-12-25,"2024 Q4","normalisation","policy_statement","activity is expected to recover gradually as real incomes improve. the disinflation process is progressing as expected. the restrictive stance is contributing to the decline in inflation. future decisions will continue to be data dependent meeting by meeting. risks to growth are tilted to the downside",-0.2,"While the statement acknowledges progress on disinflation, the emphasis on a restrictive policy stance and the explicit mention of downside risks to growth create a cautious and slightly contractionary tone.","success"
"ECB_20241205_acc",2024-12-05,"2024 Q4","normalisation","account","the manufacturing sector remains weak while services show resilience. core inflation continues to moderate gradually. the disinflation process is progressing as expected. future decisions will continue to be data dependent meeting by meeting. the transmission lag of monetary policy creates uncertainty",-0.2,"The statement balances signs of disinflationary progress with cautious acknowledgments of manufacturing weakness and persistent uncertainty regarding policy transmission lags.","success"
